dataset,model,strategy,k_pct,fold,repeat_seed,selected_features
Superconductor,ridge,tree,0.75,2,512,range_ThermalConductivity|wtd_std_ThermalConductivity|range_atomic_radius|wtd_entropy_Valence|std_ThermalConductivity|wtd_entropy_atomic_mass|range_fie|wtd_mean_Valence|wtd_gmean_Valence|wtd_gmean_ElectronAffinity|wtd_std_Valence|std_atomic_mass|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|gmean_ElectronAffinity|range_atomic_mass|wtd_entropy_ThermalConductivity|wtd_range_ElectronAffinity|gmean_Density|wtd_entropy_atomic_radius|gmean_Valence|wtd_entropy_fie|wtd_range_ThermalConductivity|wtd_range_fie|std_fie|wtd_range_Valence|std_Density|wtd_entropy_Density|wtd_entropy_FusionHeat|wtd_std_atomic_radius|wtd_mean_ElectronAffinity|wtd_std_atomic_mass|entropy_ThermalConductivity|wtd_std_fie|mean_ThermalConductivity|mean_Valence|wtd_range_atomic_mass|std_atomic_radius|wtd_mean_atomic_mass|wtd_range_atomic_radius|wtd_gmean_atomic_radius|mean_Density|wtd_gmean_ThermalConductivity|std_ElectronAffinity|wtd_mean_atomic_radius|wtd_gmean_Density|range_Density|wtd_mean_Density|wtd_std_Density|entropy_FusionHeat|wtd_range_Density|wtd_gmean_atomic_mass|wtd_mean_FusionHeat|wtd_entropy_ElectronAffinity|wtd_range_FusionHeat|mean_ElectronAffinity|entropy_ElectronAffinity|wtd_gmean_FusionHeat|entropy_Density|wtd_mean_fie|gmean_ThermalConductivity
Superconductor,ridge,tree,1.0,2,512,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,shap,0.25,2,512,wtd_mean_atomic_radius|std_ElectronAffinity|wtd_gmean_atomic_radius|std_fie|range_fie|wtd_mean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_Valence|wtd_entropy_Valence|wtd_entropy_atomic_radius|range_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_Density|range_atomic_radius|std_atomic_radius|entropy_fie|mean_atomic_mass|mean_Density|gmean_atomic_radius|entropy_atomic_mass
Superconductor,ridge,shap,0.5,2,512,wtd_mean_atomic_radius|std_ElectronAffinity|wtd_gmean_atomic_radius|std_fie|range_fie|wtd_mean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_Valence|wtd_entropy_Valence|wtd_entropy_atomic_radius|range_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_Density|range_atomic_radius|std_atomic_radius|entropy_fie|mean_atomic_mass|mean_Density|gmean_atomic_radius|entropy_atomic_mass|range_FusionHeat|wtd_std_ElectronAffinity|mean_FusionHeat|range_atomic_mass|wtd_entropy_fie|range_Valence|gmean_FusionHeat|wtd_gmean_ThermalConductivity|range_ThermalConductivity|entropy_FusionHeat|wtd_range_ThermalConductivity|wtd_mean_Density|wtd_std_Valence|std_ThermalConductivity|wtd_range_ElectronAffinity|wtd_std_ThermalConductivity|entropy_Density|mean_fie|gmean_Valence|std_Density
Superconductor,ridge,shap,0.75,2,512,wtd_mean_atomic_radius|std_ElectronAffinity|wtd_gmean_atomic_radius|std_fie|range_fie|wtd_mean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_Valence|wtd_entropy_Valence|wtd_entropy_atomic_radius|range_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_Density|range_atomic_radius|std_atomic_radius|entropy_fie|mean_atomic_mass|mean_Density|gmean_atomic_radius|entropy_atomic_mass|range_FusionHeat|wtd_std_ElectronAffinity|mean_FusionHeat|range_atomic_mass|wtd_entropy_fie|range_Valence|gmean_FusionHeat|wtd_gmean_ThermalConductivity|range_ThermalConductivity|entropy_FusionHeat|wtd_range_ThermalConductivity|wtd_mean_Density|wtd_std_Valence|std_ThermalConductivity|wtd_range_ElectronAffinity|wtd_std_ThermalConductivity|entropy_Density|mean_fie|gmean_Valence|std_Density|wtd_mean_FusionHeat|wtd_gmean_FusionHeat|wtd_range_fie|wtd_std_atomic_mass|range_Density|mean_atomic_radius|std_FusionHeat|wtd_gmean_Valence|entropy_ThermalConductivity|gmean_fie|wtd_entropy_ElectronAffinity|wtd_mean_fie|wtd_entropy_FusionHeat|std_Valence|gmean_ElectronAffinity|gmean_ThermalConductivity|gmean_atomic_mass|wtd_entropy_Density|std_atomic_mass|wtd_std_atomic_radius|gmean_Density
Superconductor,ridge,shap,1.0,2,512,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,mi,0.25,3,512,std_fie|gmean_Density|std_ThermalConductivity|entropy_atomic_radius|entropy_atomic_mass|range_ElectronAffinity|range_fie|entropy_Density|entropy_FusionHeat|entropy_ElectronAffinity|std_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_Valence|gmean_FusionHeat|wtd_mean_Valence|range_Density|std_atomic_radius|gmean_ElectronAffinity|wtd_gmean_Density|gmean_ThermalConductivity
Superconductor,ridge,mi,0.5,3,512,std_fie|gmean_Density|std_ThermalConductivity|entropy_atomic_radius|entropy_atomic_mass|range_ElectronAffinity|range_fie|entropy_Density|entropy_FusionHeat|entropy_ElectronAffinity|std_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_Valence|gmean_FusionHeat|wtd_mean_Valence|range_Density|std_atomic_radius|gmean_ElectronAffinity|wtd_gmean_Density|gmean_ThermalConductivity|entropy_Valence|entropy_fie|range_atomic_mass|gmean_atomic_mass|mean_FusionHeat|mean_ElectronAffinity|range_atomic_radius|wtd_gmean_FusionHeat|wtd_std_ThermalConductivity|mean_Density|range_FusionHeat|std_Density|std_atomic_mass|gmean_atomic_radius|gmean_Valence|wtd_gmean_atomic_radius|std_FusionHeat|wtd_std_fie|wtd_mean_FusionHeat|mean_atomic_mass
Superconductor,ridge,mi,0.75,3,512,std_fie|gmean_Density|std_ThermalConductivity|entropy_atomic_radius|entropy_atomic_mass|range_ElectronAffinity|range_fie|entropy_Density|entropy_FusionHeat|entropy_ElectronAffinity|std_ElectronAffinity|mean_ThermalConductivity|wtd_gmean_Valence|gmean_FusionHeat|wtd_mean_Valence|range_Density|std_atomic_radius|gmean_ElectronAffinity|wtd_gmean_Density|gmean_ThermalConductivity|entropy_Valence|entropy_fie|range_atomic_mass|gmean_atomic_mass|mean_FusionHeat|mean_ElectronAffinity|range_atomic_radius|wtd_gmean_FusionHeat|wtd_std_ThermalConductivity|mean_Density|range_FusionHeat|std_Density|std_atomic_mass|gmean_atomic_radius|gmean_Valence|wtd_gmean_atomic_radius|std_FusionHeat|wtd_std_fie|wtd_mean_FusionHeat|mean_atomic_mass|mean_fie|entropy_ThermalConductivity|range_ThermalConductivity|wtd_std_FusionHeat|wtd_range_FusionHeat|wtd_std_atomic_radius|wtd_gmean_ThermalConductivity|wtd_std_ElectronAffinity|gmean_fie|wtd_mean_fie|wtd_range_ThermalConductivity|wtd_mean_atomic_radius|mean_atomic_radius|wtd_range_ElectronAffinity|wtd_gmean_atomic_mass|wtd_mean_ThermalConductivity|wtd_entropy_atomic_mass|wtd_std_Density|wtd_entropy_Valence|wtd_mean_Density|wtd_gmean_fie
Superconductor,ridge,mi,1.0,3,512,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,rfe,0.25,3,512,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_ThermalConductivity|entropy_Valence|entropy_atomic_mass|wtd_gmean_FusionHeat
Superconductor,ridge,rfe,0.5,3,512,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_ThermalConductivity|entropy_Valence|entropy_atomic_mass|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|range_atomic_radius|std_atomic_radius|wtd_std_fie|wtd_entropy_atomic_radius|wtd_entropy_Valence|range_atomic_mass|std_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|wtd_std_Valence|gmean_Valence|wtd_gmean_Valence|range_Valence|wtd_entropy_fie|std_Density|range_Density|gmean_FusionHeat
Superconductor,ridge,rfe,0.75,3,512,wtd_gmean_atomic_radius|wtd_mean_atomic_radius|range_fie|std_fie|wtd_mean_atomic_mass|wtd_gmean_atomic_mass|gmean_atomic_mass|mean_atomic_mass|range_ElectronAffinity|std_ElectronAffinity|wtd_gmean_ElectronAffinity|wtd_mean_ElectronAffinity|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|wtd_gmean_ThermalConductivity|range_ThermalConductivity|std_ThermalConductivity|entropy_Valence|entropy_atomic_mass|wtd_gmean_FusionHeat|wtd_mean_FusionHeat|range_atomic_radius|std_atomic_radius|wtd_std_fie|wtd_entropy_atomic_radius|wtd_entropy_Valence|range_atomic_mass|std_atomic_mass|wtd_range_ThermalConductivity|mean_Density|wtd_gmean_Density|gmean_atomic_radius|wtd_std_Valence|gmean_Valence|wtd_gmean_Valence|range_Valence|wtd_entropy_fie|std_Density|range_Density|gmean_FusionHeat|mean_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|wtd_entropy_FusionHeat|entropy_fie|entropy_FusionHeat|wtd_mean_Valence|mean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_Density|number_of_elements|wtd_entropy_ElectronAffinity|gmean_ElectronAffinity|entropy_Density|entropy_atomic_radius|mean_fie|gmean_fie|wtd_std_FusionHeat|gmean_Density|wtd_gmean_fie|mean_ElectronAffinity
Superconductor,ridge,rfe,1.0,3,512,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,tree,0.25,3,512,range_ThermalConductivity|wtd_std_ThermalConductivity|range_atomic_radius|std_ThermalConductivity|range_fie|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_Valence|wtd_gmean_ElectronAffinity|wtd_std_Valence|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|std_atomic_mass|wtd_entropy_ThermalConductivity|range_atomic_mass|wtd_entropy_atomic_radius|gmean_ElectronAffinity|wtd_range_ThermalConductivity|wtd_range_ElectronAffinity
Superconductor,ridge,tree,0.5,3,512,range_ThermalConductivity|wtd_std_ThermalConductivity|range_atomic_radius|std_ThermalConductivity|range_fie|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_Valence|wtd_gmean_ElectronAffinity|wtd_std_Valence|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|std_atomic_mass|wtd_entropy_ThermalConductivity|range_atomic_mass|wtd_entropy_atomic_radius|gmean_ElectronAffinity|wtd_range_ThermalConductivity|wtd_range_ElectronAffinity|gmean_Density|wtd_entropy_FusionHeat|wtd_entropy_fie|wtd_range_Valence|gmean_Valence|wtd_entropy_Density|std_Density|wtd_range_fie|wtd_std_atomic_radius|wtd_mean_ElectronAffinity|std_fie|wtd_std_atomic_mass|wtd_std_fie|entropy_ThermalConductivity|mean_Valence|mean_ThermalConductivity|wtd_range_atomic_mass|wtd_mean_atomic_mass|std_atomic_radius|wtd_mean_fie
Superconductor,ridge,tree,0.75,3,512,range_ThermalConductivity|wtd_std_ThermalConductivity|range_atomic_radius|std_ThermalConductivity|range_fie|wtd_entropy_atomic_mass|wtd_entropy_Valence|wtd_mean_Valence|wtd_gmean_Valence|wtd_gmean_ElectronAffinity|wtd_std_Valence|wtd_std_ElectronAffinity|wtd_mean_ThermalConductivity|std_atomic_mass|wtd_entropy_ThermalConductivity|range_atomic_mass|wtd_entropy_atomic_radius|gmean_ElectronAffinity|wtd_range_ThermalConductivity|wtd_range_ElectronAffinity|gmean_Density|wtd_entropy_FusionHeat|wtd_entropy_fie|wtd_range_Valence|gmean_Valence|wtd_entropy_Density|std_Density|wtd_range_fie|wtd_std_atomic_radius|wtd_mean_ElectronAffinity|std_fie|wtd_std_atomic_mass|wtd_std_fie|entropy_ThermalConductivity|mean_Valence|mean_ThermalConductivity|wtd_range_atomic_mass|wtd_mean_atomic_mass|std_atomic_radius|wtd_mean_fie|std_ElectronAffinity|wtd_gmean_ThermalConductivity|range_Density|wtd_range_atomic_radius|wtd_std_Density|wtd_mean_atomic_radius|wtd_gmean_atomic_radius|entropy_Valence|wtd_entropy_ElectronAffinity|wtd_gmean_Density|wtd_gmean_atomic_mass|mean_Density|entropy_Density|wtd_range_FusionHeat|entropy_atomic_mass|wtd_gmean_FusionHeat|wtd_mean_Density|wtd_range_Density|wtd_mean_FusionHeat|range_ElectronAffinity|wtd_gmean_fie
Superconductor,ridge,tree,1.0,3,512,number_of_elements|mean_atomic_mass|wtd_mean_atomic_mass|gmean_atomic_mass|wtd_gmean_atomic_mass|entropy_atomic_mass|wtd_entropy_atomic_mass|range_atomic_mass|wtd_range_atomic_mass|std_atomic_mass|wtd_std_atomic_mass|mean_fie|wtd_mean_fie|gmean_fie|wtd_gmean_fie|entropy_fie|wtd_entropy_fie|range_fie|wtd_range_fie|std_fie|wtd_std_fie|mean_atomic_radius|wtd_mean_atomic_radius|gmean_atomic_radius|wtd_gmean_atomic_radius|entropy_atomic_radius|wtd_entropy_atomic_radius|range_atomic_radius|wtd_range_atomic_radius|std_atomic_radius|wtd_std_atomic_radius|mean_Density|wtd_mean_Density|gmean_Density|wtd_gmean_Density|entropy_Density|wtd_entropy_Density|range_Density|wtd_range_Density|std_Density|wtd_std_Density|mean_ElectronAffinity|wtd_mean_ElectronAffinity|gmean_ElectronAffinity|wtd_gmean_ElectronAffinity|entropy_ElectronAffinity|wtd_entropy_ElectronAffinity|range_ElectronAffinity|wtd_range_ElectronAffinity|std_ElectronAffinity|wtd_std_ElectronAffinity|mean_FusionHeat|wtd_mean_FusionHeat|gmean_FusionHeat|wtd_gmean_FusionHeat|entropy_FusionHeat|wtd_entropy_FusionHeat|range_FusionHeat|wtd_range_FusionHeat|std_FusionHeat|wtd_std_FusionHeat|mean_ThermalConductivity|wtd_mean_ThermalConductivity|gmean_ThermalConductivity|wtd_gmean_ThermalConductivity|entropy_ThermalConductivity|wtd_entropy_ThermalConductivity|range_ThermalConductivity|wtd_range_ThermalConductivity|std_ThermalConductivity|wtd_std_ThermalConductivity|mean_Valence|wtd_mean_Valence|gmean_Valence|wtd_gmean_Valence|entropy_Valence|wtd_entropy_Valence|range_Valence|wtd_range_Valence|std_Valence|wtd_std_Valence
Superconductor,ridge,shap,0.25,3,512,wtd_mean_atomic_radius|wtd_gmean_atomic_radius|wtd_entropy_Valence|std_atomic_radius|std_ElectronAffinity|range_fie|range_atomic_radius|range_ElectronAffinity|entropy_Valence|std_fie|wtd_mean_ThermalConductivity|wtd_mean_ElectronAffinity|mean_atomic_mass|wtd_entropy_fie|wtd_entropy_atomic_radius|wtd_gmean_ElectronAffinity|gmean_Valence|wtd_gmean_Density|range_atomic_mass|mean_Density
Superconductor,ridge,shap,0.5,3,512,wtd_mean_atomic_radius|wtd_gmean_atomic_radius|wtd_entropy_Valence|std_atomic_radius|std_ElectronAffinity|range_fie|range_atomic_radius|range_ElectronAffinity|entropy_Valence|std_fie|wtd_mean_ThermalConductivity|wtd_mean_ElectronAffinity|mean_atomic_mass|wtd_entropy_fie|wtd_entropy_atomic_radius|wtd_gmean_ElectronAffinity|gmean_Valence|wtd_gmean_Density|range_atomic_mass|mean_Density|gmean_atomic_radius|wtd_std_atomic_radius|number_of_elements|wtd_std_Valence|wtd_gmean_ThermalConductivity|wtd_gmean_Valence|range_ThermalConductivity|mean_atomic_radius|wtd_std_ThermalConductivity|entropy_FusionHeat|range_FusionHeat|wtd_mean_atomic_mass|wtd_mean_fie|wtd_entropy_FusionHeat|wtd_range_ElectronAffinity|range_Valence|wtd_std_ElectronAffinity|mean_Valence|entropy_fie|std_Density
Superconductor,ridge,shap,0.75,3,512,wtd_mean_atomic_radius|wtd_gmean_atomic_radius|wtd_entropy_Valence|std_atomic_radius|std_ElectronAffinity|range_fie|range_atomic_radius|range_ElectronAffinity|entropy_Valence|std_fie|wtd_mean_ThermalConductivity|wtd_mean_ElectronAffinity|mean_atomic_mass|wtd_entropy_fie|wtd_entropy_atomic_radius|wtd_gmean_ElectronAffinity|gmean_Valence|wtd_gmean_Density|range_atomic_mass|mean_Density|gmean_atomic_radius|wtd_std_atomic_radius|number_of_elements|wtd_std_Valence|wtd_gmean_ThermalConductivity|wtd_gmean_Valence|range_ThermalConductivity|mean_atomic_radius|wtd_std_ThermalConductivity|entropy_FusionHeat|range_FusionHeat|wtd_mean_atomic_mass|wtd_mean_fie|wtd_entropy_FusionHeat|wtd_range_ElectronAffinity|range_Valence|wtd_std_ElectronAffinity|mean_Valence|entropy_fie|std_Density|entropy_atomic_mass|wtd_entropy_Density|std_atomic_mass|wtd_entropy_ThermalConductivity|wtd_range_fie|wtd_std_fie|std_FusionHeat|wtd_entropy_ElectronAffinity|entropy_Density|wtd_std_atomic_mass|wtd_gmean_fie|wtd_range_ThermalConductivity|gmean_atomic_mass|entropy_ElectronAffinity|range_Density|std_ThermalConductivity|entropy_atomic_radius|mean_ElectronAffinity|wtd_mean_FusionHeat|wtd_range_FusionHeat|gmean_ElectronAffinity
